,channelGrouping,device.browser,device.deviceCategory,device.operatingSystem,trafficSource.medium,device.isMobile,weekend_prop,hour,totals.hits.log,totals.pageviews.log,bounce_prop
4324,Display,Chrome,desktop,Macintosh,cpm,0,0.0,19.0,3.091042453358316,2.70805020110221,0.2
4325,Direct,Chrome,desktop,Windows,(none),0,1.0,22.0,4.07753744390572,3.8501476017100584,0.0
4326,Organic Search,Chrome,desktop,Chrome OS,organic,0,0.0,16.0,1.0986122886681098,1.0986122886681098,0.3333333333333333
4327,Referral,Chrome,desktop,Macintosh,referral,0,0.0,0.0,2.6390573296152584,2.5649493574615367,0.0
4328,Organic Search,Chrome,desktop,Windows,organic,0,0.0,19.0,2.6390573296152584,2.302585092994046,0.0
4329,Referral,Chrome,desktop,Macintosh,referral,0,0.0,11.5,2.5649493574615367,2.4849066497880004,0.0
4330,Direct,Chrome,desktop,Macintosh,(none),0,0.0,18.5,2.8622008809294686,2.5649493574615367,0.0
4331,Referral,Chrome,desktop,Linux,referral,0,0.0,16.5,3.091042453358316,2.9444389791664403,0.0
4332,Referral,Chrome,desktop,Macintosh,referral,0,0.0,17.0,3.828641396489095,3.1354942159291497,0.0
4333,Referral,Chrome,desktop,Windows,referral,0,0.0,14.0,3.4965075614664802,3.258096538021482,0.0
4334,Referral,Chrome,desktop,Macintosh,referral,0,0.0,22.0,4.430816798843313,4.189654742026425,0.0
4335,Referral,Chrome,desktop,Macintosh,referral,0,0.0,17.5,1.6094379124341003,1.252762968495368,0.3
4336,Referral,Chrome,desktop,Linux,referral,0,0.0,22.5,1.8718021769015913,1.791759469228055,0.0
4337,Organic Search,Chrome,mobile,Android,organic,1,0.25,10.5,1.8718021769015913,1.8718021769015913,0.25
4338,Direct,Chrome,desktop,Macintosh,(none),0,0.0,0.0,3.5553480614894135,3.4339872044851463,0.0
4339,Direct,Chrome,desktop,Chrome OS,(none),0,0.0,23.0,3.6109179126442243,3.4965075614664802,0.0
4340,Paid Search,Chrome,desktop,Windows,cpc,0,0.5,11.5,3.8918202981106265,3.6506582412937387,0.0
4341,Referral,Chrome,desktop,Macintosh,referral,0,0.0,12.0,2.4849066497880004,2.302585092994046,0.0
4342,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,14.0,1.9459101490553132,1.791759469228055,0.1428571428571428
4343,Referral,Chrome,desktop,Macintosh,referral,0,0.0,22.0,2.772588722239781,2.6390573296152584,0.0
4344,Referral,Chrome,desktop,Windows,referral,0,0.0,18.0,3.2188758248682006,2.995732273553991,0.3333333333333333
4345,Referral,Chrome,desktop,Macintosh,referral,0,0.0,8.5,3.4339872044851463,3.2188758248682006,0.0
4346,Referral,Chrome,desktop,Windows,referral,0,0.0,22.0,2.970414465569701,2.70805020110221,0.0
4347,Direct,Chrome,desktop,Windows,(none),0,0.0,4.5,4.189654742026425,3.9415818076696905,0.0
4348,Referral,Chrome,desktop,Macintosh,referral,0,0.0,14.0,3.9889840465642745,3.6109179126442243,0.0
4349,Referral,Chrome,desktop,Windows,referral,0,0.0,19.0,1.6094379124341003,1.6094379124341003,0.3333333333333333
4350,Referral,Chrome,desktop,Linux,referral,0,0.0,21.0,4.1588830833596715,3.8394523125933104,0.0
4351,Organic Search,Chrome,desktop,Windows,organic,0,1.0,1.0,4.248495242049359,4.007333185232471,0.0
4352,Organic Search,Safari,mobile,iOS,organic,1,0.6666666666666666,6.0,4.248495242049359,4.1588830833596715,0.0
4353,Direct,Chrome,mobile,Android,(none),1,0.3333333333333333,4.0,2.1972245773362196,2.1972245773362196,0.0
4354,Referral,Chrome,desktop,Macintosh,referral,0,0.0,21.5,2.3978952727983707,2.1972245773362196,0.0
4355,Organic Search,Chrome,desktop,Windows,organic,0,0.2,4.0,2.6390573296152584,2.4849066497880004,0.0
4356,Organic Search,Chrome,mobile,iOS,organic,1,0.0,18.0,3.7376696182833684,3.3843902633457743,0.0
4357,Referral,Chrome,desktop,Macintosh,referral,0,0.3333333333333333,15.5,2.6741486494265287,2.4423470353692043,0.3333333333333333
4358,Display,Chrome,desktop,Macintosh,cpm,0,0.0,17.0,3.044522437723423,2.803360380906535,0.0
4359,Referral,Chrome,desktop,Macintosh,referral,0,0.0,17.5,2.302585092994046,2.0149030205422647,0.5
4360,Organic Search,Chrome,desktop,Windows,organic,0,0.1317829457364341,17.0,0.6931471805599453,0.6931471805599453,0.3488372093023256
4361,Referral,Chrome,desktop,Linux,referral,0,0.0,17.0,2.3978952727983707,2.0794415416798357,0.2
4362,Direct,Chrome,desktop,Macintosh,(none),0,0.0,16.0,2.70805020110221,2.6390573296152584,0.0
4363,Organic Search,Chrome,desktop,Windows,organic,0,0.0,22.0,4.3694478524670215,3.9318256327243257,0.3333333333333333
4364,Direct,Chrome,desktop,Macintosh,(none),0,0.0,19.5,2.2512917986064953,2.2512917986064953,0.1
4365,Referral,Chrome,desktop,Macintosh,referral,0,0.0,20.0,2.5649493574615367,2.5649493574615367,0.0
4366,Organic Search,Chrome,desktop,Windows,organic,0,0.0,18.0,2.0149030205422647,1.7047480922384253,0.25
4367,Referral,Chrome,desktop,Macintosh,referral,0,1.0,21.0,3.58351893845611,3.367295829986474,0.0
4368,Referral,Chrome,desktop,Windows,referral,0,0.0,19.5,2.3513752571634776,2.0149030205422647,0.0
4369,Referral,Chrome,desktop,Macintosh,referral,0,0.0,19.0,3.784189633918261,3.295836866004329,0.0
4370,Referral,Chrome,desktop,Macintosh,referral,0,0.3333333333333333,0.0,2.302585092994046,1.9459101490553132,0.3333333333333333
4371,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0909090909090909,18.0,1.791759469228055,1.3862943611198906,0.0909090909090909
4372,Referral,Chrome,desktop,Macintosh,referral,0,0.0,10.0,3.676300671907076,3.449987545831587,0.0
4373,Direct,Edge,desktop,Windows,(none),0,0.0,10.5,4.3694478524670215,4.007333185232471,0.0
4374,Referral,Chrome,desktop,Macintosh,referral,0,0.0,16.0,2.1972245773362196,1.791759469228055,0.0
4375,Direct,Chrome,desktop,Macintosh,(none),0,0.0,19.0,4.007333185232471,3.7376696182833684,0.0
4376,Direct,Chrome,desktop,Macintosh,(none),0,0.0,8.0,1.3862943611198906,1.3862943611198906,0.0
4377,Referral,Chrome,desktop,Macintosh,referral,0,0.0,14.0,2.833213344056216,2.6390573296152584,0.0
4378,Referral,Chrome,desktop,Linux,referral,0,0.0,18.0,1.0986122886681098,1.0986122886681098,0.1666666666666666
4379,Direct,Chrome,desktop,Windows,(none),0,0.0,17.0,3.068052935133617,3.0204248861443626,0.0
4380,Referral,Chrome,desktop,Windows,referral,0,0.0769230769230769,5.0,1.6094379124341003,1.3862943611198906,0.0769230769230769
4381,Direct,Chrome,desktop,Chrome OS,(none),0,1.0,9.0,3.7612001156935624,3.4339872044851463,0.0
4382,Referral,Chrome,desktop,Chrome OS,referral,0,0.3333333333333333,16.0,2.3978952727983707,2.1972245773362196,0.0
4383,Referral,Chrome,desktop,Windows,referral,0,0.3333333333333333,19.0,3.871201010907891,3.5553480614894135,0.0
4384,Referral,Chrome,desktop,Macintosh,referral,0,0.0,21.0,2.6390573296152584,2.4849066497880004,0.0
4385,Organic Search,Chrome,desktop,Linux,organic,0,0.0,20.0,2.4849066497880004,2.4423470353692043,0.1666666666666666
4386,Referral,Chrome,desktop,Macintosh,referral,0,0.0,19.0,2.740840023925201,2.5257286443082556,0.0
4387,Paid Search,Safari,mobile,iOS,cpc,1,0.0,18.0,2.833213344056216,2.6390573296152584,0.0
4388,Referral,Chrome,desktop,Macintosh,referral,0,0.0,0.0,4.31748811353631,3.4965075614664802,0.0
4389,Organic Search,Chrome,mobile,iOS,organic,1,0.0,6.0,2.3978952727983707,2.3978952727983707,0.5
4390,Referral,Chrome,desktop,Macintosh,referral,0,0.75,14.5,2.2512917986064953,1.9459101490553132,0.0
4391,Referral,Chrome,desktop,Macintosh,referral,0,0.0,20.0,0.0,0.0,0.6666666666666666
4392,Direct,Chrome,desktop,Windows,(none),0,1.0,15.0,1.9459101490553132,1.9459101490553132,0.0
4393,Direct,Chrome,desktop,Macintosh,(none),0,0.0,0.0,2.8903717578961645,2.833213344056216,0.0
4394,Organic Search,Chrome,desktop,Windows,organic,0,0.0,15.5,5.0106352940962555,4.624972813284271,0.0
4395,Referral,Chrome,desktop,Macintosh,referral,0,1.0,4.0,3.9512437185814275,3.6888794541139363,0.0
4396,Referral,Chrome,desktop,Macintosh,referral,0,0.0,18.5,1.0986122886681098,1.0986122886681098,0.1666666666666666
4397,Referral,Chrome,desktop,Macintosh,referral,0,0.0,21.0,2.9444389791664403,2.70805020110221,0.0
4398,Paid Search,Chrome,desktop,Windows,cpc,0,0.0,12.0,2.6390573296152584,2.4849066497880004,0.0
4399,Organic Search,Chrome,mobile,iOS,organic,1,0.25,2.0,2.0794415416798357,2.0794415416798357,0.25
4400,Referral,Chrome,desktop,Linux,referral,0,0.0,16.0,2.70805020110221,2.4849066497880004,0.0
4401,Organic Search,Chrome,desktop,Chrome OS,organic,0,0.5,10.5,3.5263605246161616,3.1986731175506815,0.0
4402,Direct,Chrome,desktop,Chrome OS,(none),0,0.0,22.0,2.302585092994046,2.1972245773362196,0.0
4403,Direct,Edge,desktop,Windows,(none),0,0.0,18.5,3.2386784521643803,3.1570004211501135,0.0
4404,Direct,Chrome,desktop,Chrome OS,(none),0,0.0,17.5,3.3843902633457743,3.068052935133617,0.1666666666666666
4405,Referral,Chrome,desktop,Macintosh,referral,0,0.0,12.5,3.828641396489095,3.5409593240373143,0.0
4406,Direct,Chrome,desktop,Macintosh,(none),0,0.5,15.5,3.332204510175204,3.1354942159291497,0.0
4407,Referral,Chrome,desktop,Macintosh,referral,0,0.5,15.0,2.6026896854443837,2.4423470353692043,0.0
4408,Direct,Chrome,desktop,Macintosh,(none),0,0.0,16.0,1.7047480922384253,1.3862943611198906,0.3333333333333333
4409,Referral,Chrome,desktop,Macintosh,referral,0,0.0,13.5,2.2512917986064953,2.1400661634962708,0.0
4410,Paid Search,Chrome,desktop,Windows,cpc,0,1.0,22.0,2.772588722239781,2.772588722239781,0.0
4411,Organic Search,Chrome,desktop,Macintosh,organic,0,1.0,17.0,3.349904087274605,3.068052935133617,0.0
4412,Referral,Chrome,desktop,Chrome OS,referral,0,0.0,15.0,3.5263605246161616,3.2771447329921766,0.0
4413,Direct,Chrome,desktop,Windows,(none),0,0.0,18.0,1.5040773967762742,1.5040773967762742,0.1666666666666666
4414,Referral,Chrome,desktop,Macintosh,referral,0,0.0,20.0,3.6109179126442243,3.2188758248682006,0.0
4415,Referral,Chrome,desktop,Windows,referral,0,0.0,17.0,1.6094379124341003,1.6094379124341003,0.1111111111111111
4416,Referral,Chrome,desktop,Macintosh,referral,0,0.0,16.5,2.1400661634962708,1.9459101490553132,0.25
4417,Referral,Chrome,desktop,Macintosh,referral,0,0.0,11.0,2.740840023925201,2.6026896854443837,0.5
4418,Organic Search,Chrome,desktop,Windows,organic,0,0.0,9.0,4.1588830833596715,3.784189633918261,0.0
4419,Referral,Chrome,desktop,Macintosh,referral,0,0.0,15.5,1.3862943611198906,1.3862943611198906,0.25
4420,Referral,Chrome,desktop,Macintosh,referral,0,0.0,23.0,3.970291913552122,3.713572066704308,0.0
4421,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,18.0,2.1972245773362196,1.6094379124341003,0.2
4422,Referral,Chrome,desktop,Linux,referral,0,0.0,17.0,1.252762968495368,1.252762968495368,0.2
4423,Referral,Chrome,desktop,Macintosh,referral,0,0.25,10.0,2.2512917986064953,1.791759469228055,0.25
4424,Referral,Chrome,desktop,Macintosh,referral,0,0.0,15.0,2.8622008809294686,2.772588722239781,0.0
4425,Paid Search,Chrome,desktop,Windows,cpc,0,1.0,4.0,3.5553480614894135,3.5553480614894135,0.0
4426,Direct,Chrome,desktop,Windows,(none),0,0.0714285714285714,9.0,1.252762968495368,1.252762968495368,0.1428571428571428
4427,Referral,Chrome,desktop,Macintosh,referral,0,0.2857142857142857,17.0,2.0794415416798357,2.0794415416798357,0.0
4428,Referral,Chrome,desktop,Linux,referral,0,0.0,18.0,3.6109179126442243,3.295836866004329,0.0
4429,Organic Search,Firefox,desktop,Windows,organic,0,0.6666666666666666,20.0,2.302585092994046,2.302585092994046,0.3333333333333333
4430,Organic Search,Chrome,desktop,Windows,organic,0,0.0,19.0,3.784189633918261,3.5263605246161616,0.0
4431,Paid Search,Safari,desktop,Macintosh,cpc,0,0.0,20.0,3.4657359027997265,3.258096538021482,0.0
4432,Organic Search,Chrome,desktop,Chrome OS,organic,0,0.0,11.5,2.0149030205422647,1.791759469228055,0.0
4433,Direct,Chrome,mobile,iOS,(none),1,0.0,6.0,3.713572066704308,3.6109179126442243,0.0
4434,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,6.0,3.7376696182833684,3.5553480614894135,0.0
4435,Organic Search,Chrome,desktop,Macintosh,cpc,0,0.0,3.5,3.417726683613366,3.2386784521643803,0.0
4436,Referral,Chrome,desktop,Macintosh,referral,0,0.0,17.5,3.1780538303479458,2.833213344056216,0.0
4437,Referral,Chrome,desktop,Linux,referral,0,0.0,16.5,2.5257286443082556,2.3513752571634776,0.0
4438,Organic Search,Chrome,desktop,Macintosh,organic,0,0.25,4.5,2.833213344056216,2.5257286443082556,0.0
4439,Organic Search,Firefox,desktop,Windows,organic,0,0.0,0.0,3.367295829986474,3.295836866004329,0.0
4440,Direct,Chrome,desktop,Windows,(none),0,1.0,16.0,2.70805020110221,2.6390573296152584,0.0
4441,Direct,Chrome,desktop,Macintosh,(none),0,0.0,23.0,2.1400661634962708,2.0149030205422647,0.0
4442,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,3.0,3.417726683613366,3.1570004211501135,0.0
4443,Direct,Chrome,desktop,Macintosh,(none),0,0.0,17.5,2.8903717578961645,2.4849066497880004,0.0
4444,Direct,Chrome,desktop,Macintosh,(none),0,0.0,15.0,3.332204510175204,3.1354942159291497,0.0
4445,Organic Search,Chrome,desktop,Linux,organic,0,0.0,21.0,2.995732273553991,2.8903717578961645,0.0
4446,Referral,Chrome,desktop,Windows,referral,0,0.0,14.0,2.70805020110221,2.70805020110221,0.0
4447,Direct,Chrome,desktop,Chrome OS,(none),0,0.0,1.0,3.7376696182833684,3.4965075614664802,0.0
4448,Referral,Chrome,desktop,Macintosh,referral,0,0.0,13.0,4.30406509320417,3.8918202981106265,0.0
4449,Organic Search,Chrome,desktop,Linux,organic,0,0.0,15.0,3.3141860046725258,3.068052935133617,0.5
4450,Referral,Chrome,desktop,Macintosh,referral,0,0.0,9.5,2.5649493574615367,2.3978952727983707,0.0
4451,Referral,Chrome,desktop,Macintosh,referral,0,0.0,16.0,2.995732273553991,2.772588722239781,0.0
4452,Organic Search,Safari,desktop,Macintosh,organic,0,0.0,16.0,2.917770732084279,2.6741486494265287,0.0
4453,Referral,Chrome,desktop,Macintosh,referral,0,1.0,23.0,3.367295829986474,3.1780538303479458,0.0
4454,Referral,Chrome,desktop,Macintosh,referral,0,0.3333333333333333,17.0,2.8903717578961645,2.772588722239781,0.0
4455,Organic Search,Chrome,desktop,Windows,organic,0,0.0,3.5,1.8718021769015913,1.8718021769015913,0.0
4456,Direct,Chrome,desktop,Windows,(none),0,0.0,2.0,3.912023005428146,3.58351893845611,0.0
4457,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,17.0,0.6931471805599453,0.6931471805599453,0.4
4458,Paid Search,Chrome,desktop,Macintosh,cpc,0,0.25,16.5,2.2512917986064953,2.2512917986064953,0.0
4459,Referral,Chrome,desktop,Chrome OS,referral,0,0.0,20.5,2.970414465569701,2.6390573296152584,0.0
4460,Referral,Chrome,desktop,Macintosh,referral,0,0.0,14.0,3.6888794541139363,3.4011973816621555,0.0
4461,Referral,Chrome,desktop,Macintosh,referral,0,0.1818181818181818,18.0,2.0794415416798357,1.9459101490553132,0.0909090909090909
4462,Referral,Chrome,desktop,Macintosh,referral,0,0.0,17.0,3.258096538021482,3.1354942159291497,0.0
4463,Referral,Chrome,desktop,Macintosh,referral,0,1.0,16.5,2.4423470353692043,2.2512917986064953,0.0
4464,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,15.0,3.58351893845611,3.258096538021482,0.0
4465,Referral,Chrome,desktop,Macintosh,referral,0,0.0,18.0,1.9459101490553132,1.9459101490553132,0.0909090909090909
4466,Organic Search,Safari,mobile,iOS,organic,1,0.0,18.0,2.6741486494265287,2.3513752571634776,0.5
4467,Referral,Chrome,desktop,Macintosh,referral,0,0.0,18.5,2.5257286443082556,2.0794415416798357,0.0
4468,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,2.0,4.709530201312334,4.394449154672439,0.0
4469,Referral,Chrome,desktop,Macintosh,referral,0,0.0,21.0,2.833213344056216,2.70805020110221,0.0
4470,Organic Search,Chrome,desktop,Windows,organic,0,0.0,1.0,4.543294782270004,4.290459441148391,0.0
4471,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,16.0,1.6094379124341003,1.6094379124341003,0.0
4472,Organic Search,Safari,mobile,iOS,organic,1,0.0,10.5,2.917770732084279,2.6741486494265287,0.5
4473,Referral,Chrome,desktop,Linux,referral,0,0.0,15.0,1.791759469228055,1.791759469228055,0.0
4474,Referral,Chrome,desktop,Windows,referral,0,0.0,2.0,3.6109179126442243,3.295836866004329,0.0
4475,Referral,Chrome,desktop,Windows,referral,0,0.0,21.0,3.044522437723423,2.9444389791664403,0.0
4476,Organic Search,Chrome,desktop,Macintosh,cpc,0,0.0,4.0,3.960813169597578,3.828641396489095,0.0
4477,Organic Search,Firefox,desktop,Macintosh,organic,0,1.0,11.5,2.970414465569701,2.803360380906535,0.0
4478,Referral,Chrome,desktop,Chrome OS,referral,0,0.6666666666666666,0.0,4.330733340286331,3.9318256327243257,0.0
4479,Organic Search,Chrome,desktop,Linux,organic,0,0.0,20.0,2.9444389791664403,2.833213344056216,0.0
4480,Direct,Chrome,desktop,Windows,(none),0,1.0,21.5,2.6390573296152584,2.4849066497880004,0.0
4481,Organic Search,Chrome,desktop,Macintosh,organic,0,0.1666666666666666,11.5,3.1135153092103742,2.70805020110221,0.0
4482,Referral,Chrome,desktop,Macintosh,referral,0,0.4,11.0,2.70805020110221,2.3978952727983707,0.2
4483,Referral,Chrome,desktop,Macintosh,referral,0,0.0,10.0,3.828641396489095,3.449987545831587,0.0
4484,Direct,Chrome,desktop,Chrome OS,(none),0,0.0,17.0,3.1780538303479458,3.044522437723423,0.0
4485,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,5.0,2.772588722239781,2.70805020110221,0.0
4486,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,12.0,2.995732273553991,2.6390573296152584,0.0
4487,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,19.0,2.5649493574615367,2.302585092994046,0.0
4488,Paid Search,Edge,desktop,Windows,cpc,0,0.4285714285714285,6.0,3.6635616461296463,3.4011973816621555,0.0
4489,Referral,Chrome,desktop,Macintosh,referral,0,0.0,18.0,3.6635616461296463,3.5553480614894135,0.0
4490,Organic Search,Chrome,desktop,Windows,organic,0,0.0,22.0,2.995732273553991,2.772588722239781,0.0
4491,Organic Search,Chrome,desktop,Windows,organic,0,0.0,21.0,2.9444389791664403,2.740840023925201,0.0
4492,Direct,Chrome,mobile,Android,(none),1,0.0,10.5,3.4011973816621555,3.091042453358316,0.0
4493,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,0.0,3.6109179126442243,3.4965075614664802,0.0
4494,Referral,Chrome,desktop,Chrome OS,referral,0,0.0,17.0,2.302585092994046,2.1972245773362196,0.0
4495,Organic Search,Chrome,desktop,Windows,organic,0,0.0,17.0,2.4849066497880004,2.4423470353692043,0.2
4496,Referral,Chrome,desktop,Macintosh,referral,0,0.0,20.5,1.8718021769015913,1.8718021769015913,0.0
4497,Organic Search,Chrome,desktop,Windows,organic,0,0.0,16.0,4.3694478524670215,4.007333185232471,0.0
4498,Referral,Chrome,desktop,Linux,referral,0,0.0,20.0,2.1972245773362196,1.9459101490553132,0.0
4499,Organic Search,Chrome,desktop,Macintosh,organic,0,0.4285714285714285,7.0,1.6094379124341003,1.6094379124341003,0.0
4500,Referral,Chrome,desktop,Linux,referral,0,1.0,22.0,4.3694478524670215,4.007333185232471,0.0
4501,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,17.5,1.5040773967762742,1.5040773967762742,0.0
4502,Referral,Chrome,desktop,Macintosh,referral,0,0.0,2.0,3.4339872044851463,3.2188758248682006,0.0
4503,Direct,Chrome,desktop,Macintosh,(none),0,0.0,16.0,3.4011973816621555,3.0204248861443626,0.125
4504,Referral,Chrome,desktop,Macintosh,referral,0,0.0,15.0,1.6094379124341003,1.3862943611198906,0.2
4505,Direct,Chrome,desktop,Windows,(none),0,1.0,19.0,2.3978952727983707,2.2512917986064953,0.0
4506,Referral,Chrome,desktop,Macintosh,referral,0,0.5,20.5,2.4423470353692043,2.4423470353692043,0.0
4507,Referral,Chrome,desktop,Macintosh,referral,0,0.0,20.0,2.6390573296152584,2.3978952727983707,0.0
4508,Referral,Chrome,desktop,Linux,referral,0,0.0,19.0,2.833213344056216,2.772588722239781,0.0
4509,Direct,Chrome,desktop,Macintosh,(none),0,0.0909090909090909,7.0,2.0794415416798357,1.9459101490553132,0.2727272727272727
4510,Direct,Chrome,desktop,Macintosh,(none),0,0.0,0.0,2.5257286443082556,2.5257286443082556,0.0
4511,Referral,Chrome,desktop,Macintosh,referral,0,0.1428571428571428,15.0,2.1972245773362196,2.1972245773362196,0.0
4512,Direct,Safari,desktop,Macintosh,(none),0,0.3333333333333333,2.5,3.5263605246161616,3.1986731175506815,0.0
4513,Referral,Chrome,desktop,Macintosh,referral,0,0.0,18.0,1.9459101490553132,1.6094379124341003,0.0
4514,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,14.0,3.970291913552122,3.784189633918261,0.0
4515,Referral,Chrome,desktop,Windows,referral,0,0.0,21.5,2.1972245773362196,2.1972245773362196,0.0
4516,Referral,Chrome,desktop,Macintosh,referral,0,0.0,7.5,3.2771447329921766,2.917770732084279,0.0
4517,Organic Search,Chrome,desktop,Macintosh,organic,0,0.2105263157894736,10.0,1.3862943611198906,1.3862943611198906,0.3157894736842105
4518,Referral,Chrome,desktop,Macintosh,referral,0,0.0,2.0,4.30406509320417,3.8918202981106265,0.0
4519,Direct,Chrome,desktop,Macintosh,(none),0,0.0,22.0,3.912023005428146,3.5263605246161616,0.0
4520,Direct,Chrome,desktop,Macintosh,(none),0,0.0,21.0,3.4657359027997265,3.1354942159291497,0.0
